swimmer_id,race_year,age,lifeguard_cert,years_coached,years_ow_experience,race_id,race_name,location,distance_mi,swell_ft_typical,water_temp_f,current_strength,difficulty_rating,finished,finish_time_min
SW0082,2023,35,N,4,13.2,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,31.7
SW0082,2024,36,N,4,14.2,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0082,2024,36,N,4,14.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0083,2019,68,Y,1,11.9,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0083,2022,71,Y,1,14.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,22.5
SW0083,2024,73,Y,1,16.9,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,28.4
SW0083,2024,73,Y,1,16.9,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,28.4
SW0084,2019,63,N,2,12.1,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0084,2021,65,N,3,14.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.2
SW0084,2021,65,N,2,14.1,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,61.6
SW0084,2022,66,N,3,15.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0084,2022,66,N,3,15.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0084,2023,67,N,2,16.1,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,54.8
SW0085,2019,27,N,1,11.9,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0085,2020,28,N,1,12.9,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0085,2022,30,N,1,14.9,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,64.0
SW0085,2023,31,N,2,15.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0085,2024,32,N,2,16.9,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0086,2019,44,N,1,12.8,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,30.6
SW0086,2021,46,N,1,14.8,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0086,2021,46,N,2,14.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0086,2022,47,N,1,15.8,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.1
SW0086,2022,47,N,1,15.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0086,2022,47,N,2,15.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,62.0
SW0086,2022,47,N,1,15.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0086,2023,48,N,2,16.8,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0087,2019,66,N,1,9.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,65.9
SW0087,2020,67,N,2,10.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0087,2020,67,N,2,10.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0087,2020,67,N,2,10.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0087,2023,70,N,1,13.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0087,2024,71,N,1,14.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0087,2024,71,N,2,14.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0088,2020,63,N,1,1.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0088,2021,64,N,1,2.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0088,2021,64,N,1,2.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0088,2021,64,N,2,2.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,103.0
SW0088,2022,65,N,1,3.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0088,2023,66,N,1,4.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0088,2023,66,N,1,4.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,32.3
SW0089,2021,56,Y,3,7.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0089,2021,56,Y,3,7.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0089,2023,58,Y,3,9.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.8
SW0090,2019,51,N,1,7.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0090,2019,51,N,1,7.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0090,2019,51,N,1,7.6,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0090,2019,51,N,1,7.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0090,2021,53,N,1,9.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,31.6
SW0090,2021,53,N,2,9.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,62.4
SW0090,2024,56,N,1,12.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0091,2019,20,N,0,4.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,25.8
SW0091,2019,20,N,0,4.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,32.3
SW0091,2020,21,N,1,5.1,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,76.0
SW0091,2020,21,N,0,5.1,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,71.4
SW0091,2020,21,N,1,5.1,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0091,2021,22,N,0,6.1,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0091,2021,22,N,0,6.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0091,2021,22,N,0,6.1,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0092,2019,56,Y,3,10.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0092,2020,57,Y,3,11.6,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,30.4
SW0092,2022,59,Y,4,13.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,77.7
SW0092,2022,59,Y,3,13.6,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,24.8
SW0092,2023,60,Y,3,14.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0092,2023,60,Y,3,14.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0092,2024,61,Y,4,15.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,63.6
SW0092,2024,61,Y,3,15.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0092,2024,61,Y,3,15.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0092,2024,61,Y,3,15.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0093,2019,42,N,3,4.2,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,22.1
SW0093,2020,43,N,4,5.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,77.1
SW0093,2020,43,N,3,5.2,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,41.8
SW0093,2021,44,N,4,6.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0093,2022,45,N,4,7.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,80.4
SW0094,2019,22,N,3,1.4,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,73.4
SW0094,2020,23,N,3,2.4,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0094,2021,24,N,4,3.4,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,86.8
SW0094,2024,27,N,4,6.4,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0095,2019,30,N,2,13.2,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,26.0
SW0095,2019,30,N,2,13.2,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,73.0
SW0095,2020,31,N,2,14.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,75.3
SW0095,2021,32,N,2,15.2,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,80.7
SW0095,2021,32,N,3,15.2,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,71.5
SW0095,2022,33,N,2,16.2,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,40.3
SW0096,2019,46,Y,3,9.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,72.7
SW0096,2021,48,Y,3,11.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,72.5
SW0096,2021,48,Y,3,11.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,85.8
SW0096,2022,49,Y,3,12.3,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0097,2019,55,N,1,7.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,22.2
SW0097,2019,55,N,1,7.1,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,53.0
SW0097,2020,56,N,2,8.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,82.4
SW0097,2023,59,N,2,11.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,40.3
SW0097,2023,59,N,2,11.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,40.3
SW0098,2019,44,N,0,10.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,72.8
SW0098,2020,45,N,0,11.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,55.6
SW0098,2021,46,N,1,12.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0098,2021,46,N,1,12.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0098,2024,49,N,0,15.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0098,2024,49,N,0,15.6,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0099,2019,49,N,4,11.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,82.9
SW0099,2020,50,N,5,12.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,37.7
SW0099,2020,50,N,4,12.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,83.0
SW0099,2021,51,N,5,13.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,53.4
SW0099,2022,52,N,4,14.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,56.1
SW0099,2022,52,N,4,14.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,62.9
SW0099,2022,52,N,5,14.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,64.6
SW0099,2022,52,N,4,14.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,74.4
SW0100,2019,63,N,4,7.7,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,18.6
SW0100,2019,63,N,4,7.7,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,38.6
SW0100,2022,66,N,4,10.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,19.6
SW0100,2022,66,N,4,10.7,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,26.9
SW0100,2023,67,N,4,11.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,37.1
SW0101,2020,54,N,1,1.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,93.0
SW0101,2021,55,N,1,2.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0101,2022,56,N,1,3.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0101,2022,56,N,1,3.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,54.8
SW0101,2023,57,N,1,4.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0101,2024,58,N,1,5.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0101,2024,58,N,1,5.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0102,2021,38,N,1,4.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0102,2022,39,N,1,5.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,54.8
SW0102,2022,39,N,2,5.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,69.1
SW0103,2020,52,N,2,4.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,59.7
SW0103,2020,52,N,2,4.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,47.1
SW0103,2021,53,N,3,5.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,42.9
SW0103,2021,53,N,3,5.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,53.6
SW0103,2021,53,N,2,5.7,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,47.1
SW0103,2022,54,N,2,6.7,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0103,2024,56,N,3,8.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,19.9
SW0104,2019,49,N,3,1.1,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,63.6
SW0104,2022,52,N,3,4.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0104,2023,53,N,3,5.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,25.2
SW0104,2024,54,N,4,6.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0105,2020,24,Y,4,8.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,54.1
SW0105,2020,24,Y,3,8.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,26.8
SW0105,2021,25,Y,4,9.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,94.5
SW0105,2021,25,Y,3,9.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0105,2022,26,Y,3,10.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,75.3
SW0105,2022,26,Y,3,10.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.0
SW0105,2023,27,Y,4,11.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,37.4
SW0106,2019,21,Y,0,12.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,66.3
SW0106,2020,22,Y,0,13.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,61.1
SW0106,2021,23,Y,0,14.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,62.3
SW0106,2021,23,Y,0,14.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,20.5
SW0106,2022,24,Y,0,15.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,46.9
SW0106,2022,24,Y,0,15.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,21.0
SW0106,2024,26,Y,1,17.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,22.4
SW0106,2024,26,Y,1,17.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0107,2019,52,N,2,3.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0107,2021,54,N,3,5.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0107,2021,54,N,3,5.6,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0107,2021,54,N,3,5.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0107,2022,55,N,2,6.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,56.6
SW0107,2022,55,N,2,6.6,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0107,2024,57,N,2,8.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0107,2024,57,N,2,8.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0107,2024,57,N,2,8.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0108,2020,39,Y,1,1.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,78.0
SW0108,2021,40,Y,1,2.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0108,2021,40,Y,1,2.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,45.5
SW0108,2021,40,Y,2,2.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0108,2021,40,Y,2,2.3,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0108,2024,43,Y,1,5.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,49.1
SW0109,2019,49,N,2,16.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,54.9
SW0109,2020,50,N,2,17.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0109,2020,50,N,3,17.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0109,2023,53,N,2,20.1,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0110,2020,35,N,1,4.7,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0110,2020,35,N,1,4.7,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0110,2021,36,N,1,5.7,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0110,2022,37,N,2,6.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0110,2024,39,N,2,8.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0110,2024,39,N,1,8.7,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0111,2019,29,N,2,0.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0111,2020,30,N,2,1.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,91.9
SW0111,2021,31,N,2,2.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0111,2022,32,N,2,3.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,31.4
SW0111,2023,33,N,3,4.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0112,2019,25,N,1,7.2,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,87.8
SW0112,2020,26,N,1,8.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,85.8
SW0112,2020,26,N,1,8.2,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0112,2021,27,N,1,9.2,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,43.6
SW0112,2021,27,N,1,9.2,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,73.5
SW0112,2022,28,N,1,10.2,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,73.2
SW0112,2024,30,N,1,12.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0113,2019,37,N,3,8.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0113,2019,37,N,3,8.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0113,2021,39,N,3,10.1,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0113,2021,39,N,4,10.1,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0113,2021,39,N,3,10.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,24.5
SW0113,2022,40,N,3,11.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0113,2024,42,N,3,13.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0114,2020,61,N,3,3.5,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0114,2021,62,N,4,4.5,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,108.8
SW0114,2021,62,N,3,4.5,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,30.0
SW0114,2023,64,N,3,6.5,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0114,2024,65,N,3,7.5,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0114,2024,65,N,3,7.5,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0115,2021,40,Y,4,12.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,99.2
SW0115,2022,41,Y,3,13.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,58.1
SW0115,2022,41,Y,3,13.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0115,2023,42,Y,3,14.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0116,2019,37,N,2,3.6,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0116,2019,37,N,2,3.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,44.1
SW0116,2021,39,N,2,5.6,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0116,2023,41,N,2,7.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0116,2023,41,N,3,7.6,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0116,2024,42,N,3,8.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,51.6
SW0116,2024,42,N,2,8.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,42.5
SW0117,2019,47,Y,2,1.4,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,77.0
SW0117,2019,47,Y,2,1.4,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,77.0
SW0117,2020,48,Y,2,2.4,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,56.9
SW0117,2022,50,Y,2,4.4,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,25.3
SW0117,2022,50,Y,2,4.4,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,44.9
SW0117,2022,50,Y,2,4.4,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.5
SW0117,2022,50,Y,2,4.4,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,79.2
SW0117,2024,52,Y,2,6.4,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,45.4
SW0118,2021,70,N,2,8.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,66.3
SW0118,2021,70,N,1,8.9,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,83.5
SW0118,2022,71,N,2,9.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,24.2
SW0118,2023,72,N,1,10.9,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,56.9
SW0119,2019,38,N,0,9.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,33.9
SW0119,2019,38,N,0,9.9,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,86.6
SW0119,2022,41,N,1,12.9,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,58.6
SW0119,2023,42,N,0,13.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0120,2019,48,N,1,2.8,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,82.0
SW0120,2019,48,N,1,2.8,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,77.1
SW0120,2020,49,N,1,3.8,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,31.5
SW0120,2021,50,N,2,4.8,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0120,2021,50,N,2,4.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0120,2021,50,N,1,4.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,62.6
SW0120,2022,51,N,1,5.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0121,2019,40,N,2,7.7,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0121,2020,41,N,2,8.7,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0121,2021,42,N,2,9.7,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
